"city","state","name","email","phone","img_url","city_site_url","population"
"Northampton Township","PA","Barry Moore","bmoore@nhtwp.org","215-357-6800","https://secure.usmayors.org/mayorphotos/Moore_Barry!53358.jpg","http://northamptontownship.com","39726"
"Cheltenham Township","PA","Daniel B. Norris","dnorris@cheltenham-township.org","215-635-0383","https://secure.usmayors.org/mayorphotos/Norris_Daniel!54153.jpg","http://www.cheltenhamtownship.org","36793"
"Falls Township","PA","Robert Harvie","b.harvie@fallstwp.com","215-949-9000","https://secure.usmayors.org/mayorphotos/Harvie_Robert!1831.JPG","http://www.fallstwp.com","34300"
"Chester","PA","Thaddeus Kirkland","tkirkland@chestercity.com","610-447-7723","https://secure.usmayors.org/mayorphotos/Kirkland_Thaddeus!206.JPG","http://www.chestercity.com","33909"
"Mount Lebanon","PA","Steve Silverman","ssilverman@mtlebanon.org","412-491-3794","https://secure.usmayors.org/mayorphotos/Silverman_Steve!54225.jpg","http://mtlebanon.org","33137"
"Warminster Township","PA","Jason T. Croley","jcroley@warminsterpa.org","215-443-5414","https://secure.usmayors.org/mayorphotos/Croley_Jason!54640.jpg","http://www.warminstertownship.org","32682"
"Lower Makefield Township","PA","Daniel R. Grenier","dgrenier@lmt.org","267-274-1191","https://secure.usmayors.org/mayorphotos/Grenier_Daniel!54638.jpg","http://lmt.org","32559"
"Bethel Park","PA","Jack Allen","mayor@bethelpark.net","412-831-9923","https://secure.usmayors.org/mayorphotos/Allen_Jack!99.jpg","http://bethelpark.net","32501"
"Radnor Township","PA","Lisa Borowski","lborowski@radnor.org","610-355-0611","https://secure.usmayors.org/mayorphotos/Borowski_Lisa!54226.jpg","http://www.radnor.com","31531"
"Ridley Township","PA","Robert J. Willert","contact@ridleytwp.org","610-534-4806","https://secure.usmayors.org/mayorphotos/Willert_Robert!2655.JPG","http://www.ridleytwp.org","30768"
"Lower Macungie Township","PA","Ronald W. Beitler","rbeitler@lowermac.com","610-966-4343","https://secure.usmayors.org/mayorphotos/Beitler_Ronald!54155.jpg","http://lowermac.com","30633"
"North Huntingdon Township","PA","Zachary Haigis","zhaigis@msn.com","724-396-1122","https://secure.usmayors.org/mayorphotos/Haigis_Zachary!54159.jpg","http://township.north-huntingdon.pa.us","30609"
"Easton","PA","Salvatore  'Sal' J. Panto, Jr. Jr.","spanto@easton-pa.gov","610-250-6610","https://secure.usmayors.org/mayorphotos/Panto_Salvatore!327.jpg","http://www.easton-pa.com","27216"
"Wilkinsburg","PA","Marita Garrett","mgarrett@wilkinsburgpa.gov","412-287-2551","https://secure.usmayors.org/mayorphotos/Garrett_Marita!3176.jpg","http://wilkinsburgpa.gov","15448"
"Downington","PA","Josh Maxwell","joshmaxwell@me.com","","https://community.usmayors.org/resource/CommunityAssets/assets/images/people/50/Avatar.jpg","http://www.downingtown.org","7905"
"San Juan","PR","Carmen Yulin Cruz","","787-480-2558","https://secure.usmayors.org/mayorphotos/Yulin_Cruz!1044.jpg","http://www.sanjuan.pr","320761"
"Bayam�n","PR","Ram�n Luis Rivera Cruz","mercadoaleida@yahoo.com","787-780-5552","https://secure.usmayors.org/mayorphotos/Rivera_Cruz_Ramon!74.jpg","http://www.municipiodebayamon.com","170366"
"Carolina","PR","Jose Carlos Aponte Dalmau","cadem@prtc.net","787-757-2626","https://secure.usmayors.org/mayorphotos/Aponte_Jose!180.JPG","https://www.municipiocarolina.com","147542"
"Ponce","PR","Mar�a E. Mel�ndez Altieri","mariae.melendez@ponce.pr.gov","787-284-4141","https://secure.usmayors.org/mayorphotos/Melendez_Maria!940.jpg","http://www.visitponce.com","133052"
"Caguas","PR","William Miranda Torres","wmiranda@caguas.gov.pr","787-743-3400","https://secure.usmayors.org/mayorphotos/Miranda_Torres_William!163.jpg","http://www.caguas.gov.pr","124344"
"Guaynabo","PR","Angel Perez-Otero","perezotero@guaynabocity.gov.pr","787-720-4040","https://secure.usmayors.org/mayorphotos/Perez_Angel!54234.jpg","http://www.guaynabocity.gov.pr/Guaynabo/","83775"
"Arecibo","PR","Carlos Molina","nvazqueztell.arecibo@gmail.com","787-878-4338","https://secure.usmayors.org/mayorphotos/Molina_Carlos!39.jpg","","82099"
"Toa Baja","PR","Bernardo Marquez","legislaturatb@gmail.com","787-261-0202","https://secure.usmayors.org/mayorphotos/Marquez_Bernardo!53360.jpg","http://www.toabaja.com","74582"
"Toa Alta","PR","Clemente 'Chito' Agosto Lugardo Jr.","","787-870-2100","https://secure.usmayors.org/mayorphotos/Agosto_Clemente!1165.jpg","http://toaalta.pr.gov","71008"
"Mayaguez","PR","Jose Guillermo Rodr�guez","avelez@mayaguezpr.com","787-834-8585","https://secure.usmayors.org/mayorphotos/Rodriguez_Jose!708.jpg","","70463"
"Trujillo Alto","PR","Jos� Luis Cruz","ofialcalde@trujilloalto.gov.pr","787-761-0172","https://secure.usmayors.org/mayorphotos/Cruz_Jose_Luis!1177.jpg","","63721"
"Humacao","PR","Marcelo Trujillo Paniss","","787-852-3066","https://secure.usmayors.org/mayorphotos/Trujillo_Panisse_Marcelo!533.jpg","http://www.facebook.com/pages/Humacao/110369408990845","50646"
"Aguadilla","PR","Yanitsia Irizarry M�ndez","","787-891-1005x3200","https://secure.usmayors.org/mayorphotos/0034N00002lGX4w.jpg","","50574"
"Vega Baja","PR","Marcos Cruz Molina","secretaria@vegabaja.gov.pr","787-855-2500","https://secure.usmayors.org/mayorphotos/Cruz_Marcos!1205.jpg","http://www.vegabaja.gov.pr","50136"
"R�o Grande","PR","Angel 'Bori' Gonzalez","","787-887-2370","https://secure.usmayors.org/mayorphotos/Gonzalez_Angel!53359.jpg","","47839"
"Canovanas","PR","Lornna J. Soto","lornnasoto@gmail.com","787-957-1159","https://secure.usmayors.org/mayorphotos/Soto_Lornna!1569.jpg","","47648"
"Cabo Rojo","PR","Roberto 'Bobby' Ram�rez Kurtz","dvegacaborojo@gmail.com","787-851-1025","https://secure.usmayors.org/mayorphotos/Ramirez_Roberto!162.jpg","http://www.topuertorico.org/city/caborojo.shtml","47136"
"Gurabo","PR","Rosachely Rivera Santana","rrivera@gurabopr.com","787-737-8411","https://secure.usmayors.org/mayorphotos/Santana_Rosachely!53468.jpg","http://www.gurabopr.com","46066"
"Juana D�az","PR","Ramoncito Hernandez","","787-837-2185","https://secure.usmayors.org/mayorphotos/Hernandez_Ramoncito!570.jpg","","44535"
"Cayey","PR","Rolando Ortiz Vel�zquez","rcayey@gmail.com","787-738-3211","https://secure.usmayors.org/mayorphotos/Velazquez_Rolando_Ortiz!190.jpg","","42326"
"Isabela","PR","Carlos O. Delgado Altieri","","787-872-2100","https://secure.usmayors.org/mayorphotos/Delgado_Carlos!552.jpg","","40259"
"Guayama","PR","Eduardo Cintr�n","","787-864-1882","https://secure.usmayors.org/mayorphotos/Cintron_Eduardo!470.jpg","","39284"
"Hatillo","PR","Jos� 'Chely' Rodr�guez","","787-898-3835","https://secure.usmayors.org/mayorphotos/Rodriguez_Jose!2001.jpg","","38821"
"Cidra","PR","Javier Carrasquillo","jecarrasquillo@cidra.gov.pr","787-607-5373","https://secure.usmayors.org/mayorphotos/Carrasquillo_Javier!219.JPG","http://welcome.topuertorico.org/city/cidra.shtml","38219"
"Coamo","PR","Juan 'Tato' Carlos Garcia","nrodriguez2@coamo.puertorico.pr","787-803-6704","https://secure.usmayors.org/mayorphotos/Garcia_Juan!231.jpg","http://www.puerto-rico.net/towns/coamo/","37849"
"Juncos","PR","Alfredo 'Papo' Alejandro Carri�n","alcaldejuncos@yahoo.com","787-734-0335","https://secure.usmayors.org/mayorphotos/Alejandro_Alfredo!2103.jpg","","37708"
"Manat�","PR","Jose Sanchez","aalcalde@atenas.com","787-854-2024","https://secure.usmayors.org/mayorphotos/Sanchez_Jose!53374.jpg","","37359"
"Aguada","PR","Manuel Santiago Mendoza","oficinadelalcalde@aguada.gov.pr","787-371-4143","https://secure.usmayors.org/mayorphotos/Santiago_Manuel!53369.jpg","http://aguada.gov.pr","36621"
"Las Piedras","PR","Miguel A. Lopez Rivera","alcaldemlp@gmail.com","787-733-2160","https://secure.usmayors.org/mayorphotos/Lopez_Miguel!3160.jpg","","36519"
"San Lorenzo","PR","Jose Roman Abreu","","787-736-3511","https://secure.usmayors.org/mayorphotos/Abreu_Jose!1046.jpg","","35904"
"Vega Alta","PR","Oscar 'Can' Santiago","","787-883-5900","https://secure.usmayors.org/mayorphotos/Santiago_Oscar!53361.jpg","","35782"
"Dorado","PR","Carlos 'Carlitos' A. L�pez","alcalde_dorado@yahoo.com","787-796-1230","https://secure.usmayors.org/mayorphotos/Lopez_Carlos!1739.jpg","","35761"
"San Sebasti�n","PR","Javier Jimenez","alcalde@munss.org","787-896-1550","https://secure.usmayors.org/mayorphotos/Jimenez_Javier!1054.jpg","","35659"
"Moca","PR","Jose E. Aviles","","787-877-1280","https://secure.usmayors.org/mayorphotos/Aviles_Jose!2358.jpg","","34848"
"Yauco","PR","Angel 'Luigi' Torres","","787-267-2004","https://secure.usmayors.org/mayorphotos/Torres_Angel!53373.jpg","","33853"
"Corozal","PR","Sergio Luis Torres","","787-859-3060","https://secure.usmayors.org/mayorphotos/Torres_Sergio!1669.jpg","http://www.corozalpr.org","32259"
"Yabucoa","PR","Rafael  'Rafy' Surillo","","787-893-3000","https://secure.usmayors.org/mayorphotos/Surillo_Rafael!1304.jpg","","32254"
"Camuy","PR","Gabriel Hernandez Rodriguez","camuycitymayor@gmail.com","787-898-8050","https://secure.usmayors.org/mayorphotos/0034N00002oJeBV.jpg","","30456"
"San Germ�n","PR","Isidro Negr�n Irizarry","alcalde@municipiodesangerman.com","787-892-3500","https://secure.usmayors.org/mayorphotos/Negron_Irizarry_Isidro!1042.jpg","http://www.municipiodesangerman.com","30239"
"Fajardo","PR","An�bal Melendez Rivera","amelendez@fajardopr.org","787-863-4013","https://secure.usmayors.org/mayorphotos/Rivera_Anibal_Melendez!379.JPG","http://www.fajardopr.org","29687"
"Catano","PR","F�lix 'El Cano' Delgado","felixelcanocatano@icloud.com","787-983-0404","https://secure.usmayors.org/mayorphotos/Delgado_Felix!3148.jpg","","28140"
"Utuado","PR","Ernesto Irizarry Salv�","","787-894-3505","https://secure.usmayors.org/mayorphotos/Irizarry_Ernesto!1196.jpg","","27502"
"Barranquitas","PR","Francisco L�pez","flopez@barranquitas.pr.gov","787-857-3810","https://secure.usmayors.org/mayorphotos/Lopez_Francisco!3146.jpg","","27499"
"Naranjito","PR","Orlando Ortiz Chevres","","787-869-2200","https://secure.usmayors.org/mayorphotos/Ortiz_Orlando!3166.jpg","","27180"
"Salinas","PR","Karilyn Bonilla Col�n","alcaldesasalinas@gmail.com","787-824-3060","https://secure.usmayors.org/mayorphotos/Colon_Karilyn!3173.jpg","http://www.topuertorico.org/city/salinas.shtml","27087"
"Pe�uelas","PR","Walter Torres Maldonado","","787-836-1218","https://secure.usmayors.org/mayorphotos/Torres_Walter!3169.jpg","","26719"
"Aibonito","PR","Willie Alicea","","787-735-3871","https://secure.usmayors.org/mayorphotos/Alicea_Willie!3142.jpg","","26493"
"Lares","PR","Roberto Pag�n Centeno","","787-897-2300","https://secure.usmayors.org/mayorphotos/Pagan_Robert!3158.jpg","","24481"
"Orocovis","PR","Jes�s E. Colon","prorocovis@gmail.com","787-867-5000","https://secure.usmayors.org/mayorphotos/Colon_Jesus!3167.jpg","","23844"
"Naguabo","PR","Noe Marcano","alcaldianaguabo@gmail.com","787-874-7643","https://secure.usmayors.org/mayorphotos/Rivera_Noe!3165.jpg","","23753"
"Guayanilla","PR","Nelson Torres Yordan","","787-835-2660","https://secure.usmayors.org/mayorphotos/Yordan_Nelson!471.jpg","","23072"
"Santa Isabel","PR","Enrique Questell","","787-845-4040","https://secure.usmayors.org/mayorphotos/Questell_Enrique!3174.jpg","","21665"
"Arroyo","PR","Eric Bachier Roman","arroyooficinaalcalde@yahoo.com","787-839-3500","https://secure.usmayors.org/mayorphotos/Roman_Eric!3144.jpg","","19117"
"Ceiba","PR","Angelo Cruz Ramos","alcaldia@ceiba-pr.com","787-885-2180","https://secure.usmayors.org/mayorphotos/Ramos_Angelo!3149.jpg","http://www.ceiba-pr.com","18004"
"Jayuya","PR","Jorge Gonzalez Otero","","787-828-0900","https://secure.usmayors.org/mayorphotos/Gonzalez_Jorge!3156.jpg","","17318"
"Providence","RI","Jorge O. Elorza","mayor@providenceri.com","401-421-2489","https://secure.usmayors.org/mayorphotos/Elorza_Jorge!955.JPG","http://www.providenceri.com","179335"
"Cranston","RI","Allan W. Fung","afung@cranstonri.org","401-780-3110","https://secure.usmayors.org/mayorphotos/Fung_Allan!259.JPG","http://www.cranstonri.com","81274"
"Warwick","RI","Joseph J. Solomon","mayorsoffice@warwickri.com","401-738-2000","https://secure.usmayors.org/mayorphotos/Solomon_Joseph!54441.jpg","http://www.warwickri.gov","80847"
"Pawtucket","RI","Donald R. Grebien","dgrebien@pawtucketri.com","401-728-0500","https://secure.usmayors.org/mayorphotos/Grebien_Donald!899.JPG","http://www.pawtucketri.com","71847"
"East Providence","RI","Roberto DaSilva","rdasilva@cityofeastprov.com","401-323-8641","https://secure.usmayors.org/mayorphotos/DaSilva_Roberto!54643.jpg","http://www.eastprovidence.com","47476"
"Woonsocket","RI","Lisa Baldelli-Hunt","cady@woonsocketri.org","401-762-6400","https://secure.usmayors.org/mayorphotos/Baldelli-Hunt_Lisa!1298.jpg","http://www.woonsocketri.org","41603"
"Coventry","RI","Kerry L. McGee","district3@coventryri.org","401-821-1228","https://secure.usmayors.org/mayorphotos/McGee_Kerry!54458.jpg","http://coventryri.org","35014"
"Cumberland","RI","Jeffrey J. Mutter","jmutter@cumberlandri.org","401-728-2400","https://secure.usmayors.org/mayorphotos/Mutter_Jeffrey!54549.jpg","http://www.cumberlandri.org","34977"
"North Providence","RI","Charles A. Lombardi","mlanni@northprovidenceri.gov","401-232-0900","https://secure.usmayors.org/mayorphotos/Lombardi_Charles!834.jpg","http://www.northprovidenceri.gov","32559"
"South Kingstown","RI","Abel G. Collins","towncouncil@southkingstownri.com","401-789-9331-x1201","https://secure.usmayors.org/mayorphotos/Collins_Abel!54554.jpg","http://southkingstownri.com","30639"
"Central Falls","RI","James A. Diossa","mayor@centralfallsri.us","401-727-7474","https://secure.usmayors.org/mayorphotos/Diossa_James!1595.jpg","http://centralfallsri.us","19398"
"Charleston","SC","John J. Tecklenburg","tecklenburgj@charleston-sc.gov","843-577-4727","https://secure.usmayors.org/mayorphotos/Tecklenburg_John!198.JPG","http://www.charleston-sc.gov","136208"
"Columbia","SC","Steve Benjamin","stephen.benjamin@columbiasc.gov","803-545-3075","https://secure.usmayors.org/mayorphotos/Benjamin_Stephen!237.JPG","http://www.columbiasc.net","133451"
"North Charleston","SC","R Keith Summey","mayor@northcharleston.org","843-740-2504","https://secure.usmayors.org/mayorphotos/Summey_Keith!827.JPG","http://www.northcharleston.org","113237"
"Mount Pleasant","SC","Will Haynie","councilclk@tompsc.com","843-884-8517","https://secure.usmayors.org/mayorphotos/Haynie_Will!54030.jpg","http://www.townofmountpleasant.com","89338"
"Rock Hill","SC","John Gettys","john.gettys@mortongettys.com","803-329-7011","https://secure.usmayors.org/mayorphotos/Gettys_John!54388.jpg","http://www.cityofrockhill.com","74309"
"Greenville","SC","Knox H. White","kwhite@greenvillesc.gov","864-467-4590","https://secure.usmayors.org/mayorphotos/White_Knox!465.JPG","http://www.greenvillesc.gov","68563"
"Summerville","SC","Ricky Waring","rickywaring@summervillesc.gov","843-851-4239","https://secure.usmayors.org/mayorphotos/Waring_Ricky!54843.jpg","http://www.summerville.sc.us","51692"
"Goose Creek","SC","Gregory Habib","ghabib@cityofgoosecreek.com","843-797-6220","https://secure.usmayors.org/mayorphotos/Habib_Gregory!54316.jpg","http://www.cityofgoosecreek.com","42841"
"Sumter","SC","Joseph T. McElveen Jr.","jmcelveen@sumter-sc.com","803-436-2580","https://secure.usmayors.org/mayorphotos/McElveen_Joseph!1137.jpg","http://www.sumter-sc.com","39656"
"Hilton Head Island","SC","John J. McCann","johnm@hiltonheadislandsc.gov","843-341-4702","https://secure.usmayors.org/mayorphotos/McCann_John!54492.jpg","http://www.ci.hilton-head-island.sc.us","39639"
"Spartanburg","SC","Junie L. White","cmcintyre@cityofspartanburg.org","864-596-2033","https://secure.usmayors.org/mayorphotos/White_Junie!1106.jpg","http://www.cityofspartanburg.org","37644"
"Florence","SC","Stephen J. Wukela","swukela@cityofflorence.com","843-669-5634","https://secure.usmayors.org/mayorphotos/Wukela_Stephen!394.JPG","http://www.cityofflorence.com","37625"
"Myrtle Beach","SC","Brenda Bethune","bbethune@cityofmyrtlebeach.com","843-918-1004","https://secure.usmayors.org/mayorphotos/Bethune_Brenda!54042.jpg","http://www.cityofmyrtlebeach.com","33908"
"Aiken","SC","Rick Osbon","rosbon@cityofaiken.gov","803-642-7600","https://secure.usmayors.org/mayorphotos/Osbon_Rick!3623.jpg","https://www.cityofaikensc.gov","30778"
"Anderson","SC","Terence Roberts","troberts@cityofandersonsc.com","864-231-2200","https://secure.usmayors.org/mayorphotos/Roberts_Terence!1365.JPG","http://www.cityofandersonsc.com","25514"
"Bluffton","SC","Lisa Sulka","","","https://secure.usmayors.org/mayorphotos/Sulka_Lisa!54393.jpg","https://www.townofbluffton.sc.gov","18897"
"Orangeburg","SC","Michael C. Butler","mbutler@orangeburg.sc.us","803-533-6000","https://secure.usmayors.org/mayorphotos/Butler_Michael!54366.jpg","http://www.orangeburg.sc.us","12903"
"Cayce","SC","Elise Partin","epartin@outlook.com","803-796-9020","https://secure.usmayors.org/mayorphotos/Partin_Elise!1588.JPG","","12150"
"Camden","SC","Alfred Mae Drakeford","info@cityofcamden.org","803-432-2421","https://secure.usmayors.org/mayorphotos/Drakeford_Alfred!1566.jpg","http://www.cityofcamden.org","6682"
"Belton","SC","Tiffany R. Ownbey","mayortownbey@cityofbeltonsc.com","864-338-7773","https://secure.usmayors.org/mayorphotos/Ownbey_Tiffany!54771.jpg","http://cityofbeltonsc.com","4402"
"Springdale","SC","Michael Bishop","mbishop@springdalesc.com","803-920-4074","https://secure.usmayors.org/mayorphotos/Bishop_Michael!53131.jpg","http://www.springdalesc.com","2877"
"Arcadia Lakes","SC","Mark Huguley","","","https://secure.usmayors.org/mayorphotos/Huguley_Mark!54391.jpg","http://www.arcadialakes.net","865"
"Sioux Falls","SD","Paul TenHaken","pth@siouxfalls.org","605-367-8800","https://secure.usmayors.org/mayorphotos/Haken_Paul!54324.jpg","http://www.sioux-falls.org","181883"
"Rapid City","SD","Steve Allender","mayorsoffice@rcgov.org","605-394-4110","https://secure.usmayors.org/mayorphotos/Allender_Steve!967.JPG","http://www.rcgov.org","75443"
"Pierre","SD","Laurie Gill","laurie.gill@ci.pierre.sd.us","605-773-7341","https://secure.usmayors.org/mayorphotos/Gill_Laurie!917.jpg","http://ci.pierre.sd.us","13980"
"Nashville","TN","John Cooper","mayor@nashville.gov","615-862-6000","https://secure.usmayors.org/mayorphotos/Cooper_John!54764.jpg","http://www.nashville.gov","669053"
"Memphis","TN","Jim Strickland","mayor@memphistn.gov","901-636-6786","https://secure.usmayors.org/mayorphotos/Strickland_Jim!723.jpg","https://www.memphistn.gov","650618"
"Knoxville","TN","Indya Kincannon","mayor@knoxvilletn.gov","865-215-2040","https://secure.usmayors.org/mayorphotos/Kincannon_Indya!54785.jpg","http://www.knoxvilletn.gov","187500"
"Chattanooga","TN","Andy Berke","mayor@chattanooga.gov","423-643-7800","https://secure.usmayors.org/mayorphotos/Berke_Andy!202.jpg","http://www.chattanooga.gov","180557"
"Clarksville","TN","Joe Pitts","joe.pitts@cityofclarksville.com","931-645-7444","https://secure.usmayors.org/mayorphotos/Pitts_Joe!54470.jpg","http://www.cityofclarksville.com","156794"
"Murfreesboro","TN","Shane McFarland","smcfarland@murfreesborotn.gov","615-849-2629","https://secure.usmayors.org/mayorphotos/McFarland_Shane!784.jpg","http://www.murfreesborotn.gov","141344"
"Franklin","TN","Ken Moore","ken.moore@franklintn.gov","615-791-3217","https://secure.usmayors.org/mayorphotos/Moore_Ken!3232.JPG","http://www.franklin-gov.com","80914"
"Jackson","TN","Scott Conger","sconger@cityofjackson.net","731-425-8240","https://secure.usmayors.org/mayorphotos/Conger_Scott!54754.jpg","http://www.cityofjackson.net","66903"
"Johnson City","TN","Jenny Brock","jbrock@johnsoncitytn.org","423-791-1262","https://secure.usmayors.org/mayorphotos/Brock_Jenny!54483.jpg","http://www.johnsoncitytn.com","66778"
"Bartlett","TN","Keith McDonald","kmcdonald@cityofbartlett.org","901-385-6400","https://secure.usmayors.org/mayorphotos/McDonald_Keith!1422.JPG","http://www.cityofbartlett.org","59315"
"Hendersonville","TN","Jamie Clary","jclary@hvilletn.org","615-822-1000","https://secure.usmayors.org/mayorphotos/Clary_Jamie!53145.jpg","http://www.hvilletn.org","57576"
"Kingsport","TN","Patrick W. Shull","patshull@kingsporttn.gov","423-229-9412","https://secure.usmayors.org/mayorphotos/Shull_Patrick!54756.jpg","http://kingsporttn.gov","54076"
"Smyrna","TN","Mary Esther Reed","me.reed@townofsmyrna.org","615-459-9742","https://secure.usmayors.org/mayorphotos/Reed_Esther!3452.JPG","http://townofsmyrna.org","50775"
"Collierville","TN","Stan R. Joyner Jr.","sjoyner@ci.collierville.tn.us","901-457-2200","https://secure.usmayors.org/mayorphotos/Joyner_Stan!1644.jpg","http://www.collierville.com","50616"
"Cleveland","TN","Kevin Brooks","kbrooks@clevelandtn.gov","423-476-8931","https://secure.usmayors.org/mayorphotos/Brooks_Kevin!54433.jpg","http://www.clevelandtn.gov","44974"
"Brentwood","TN","Rhea Little III","rhea.little@brentwoodtn.gov","615-571-2628","https://secure.usmayors.org/mayorphotos/Little_Rhea !54757.jpg","http://www.brentwoodtn.gov","42502"
"Spring Hill","TN","Rick Graham","rgraham@springhilltn.org","931-486-2252","https://secure.usmayors.org/mayorphotos/Graham_Rick!3566.jpg","http://www.springhilltn.org","41464"
"Gallatin","TN","Paige Brown","paige.brown@gallatintn.gov","615-451-5961","https://secure.usmayors.org/mayorphotos/Brown_Paige!3253.JPG","http://www.gallatinonthemove.com","40457"
"Columbia","TN","Chaz Molder","chaz.molder@columbiatn.com","931-381-3833","https://secure.usmayors.org/mayorphotos/Molder_Chaz!54498.jpg","http://www.columbiatn.com","39376"
"Germantown","TN","Mike Palazzolo","mayor@germantown-tn.gov","901-757-7201","https://secure.usmayors.org/mayorphotos/Palazzolo_Mike!435.JPG","http://www.germantown-tn.gov","39099"
"La Vergne","TN","Jason Cole","jcole@lavergnetn.gov","615-308-3565","https://secure.usmayors.org/mayorphotos/Cole_Jason!54497.jpg","http://www.lavergnetn.gov","35819"
"Cookeville","TN","Ricky Shelton","rshelton@cookeville-tn.org","931-520-5241","https://secure.usmayors.org/mayorphotos/Shelton_Ricky!3564.jpg","http://www.cookeville-tn.org","34005"
"Houston","TX","Sylvester Turner","mayor@houstontx.gov","832-393-1000","https://secure.usmayors.org/mayorphotos/Turner_Sylvester!530.jpg","http://www.houstontx.gov","2325502"
"San Antonio","TX","Ron Nirenberg","ron.nirenberg@sanantonio.gov","210-207-7060","https://secure.usmayors.org/mayorphotos/Nirenberg_Ron!53531.jpg","http://www.sanantonio.gov","1532233"
"Dallas","TX","Eric Johnson","eric.johnson@dallascityhall.com","214-670-0773","https://secure.usmayors.org/mayorphotos/Johnson_Eric!54741.jpg","http://www.dallascityhall.com","1345047"
"Austin","TX","Steve Adler","steve.adler@austintexas.gov","512-978-2100","https://secure.usmayors.org/mayorphotos/Adler_Stephen!60.jpg","http://www.austintexas.gov","964254"
"Fort Worth","TX","Betsy Price","betsy.price@fortworthtexas.gov","817-392-6118","https://secure.usmayors.org/mayorphotos/Price_Betsy!406.JPG","http://www.fortworthtexas.gov","895008"
"El Paso","TX","Dee Margo","mayor@elpasotexas.gov","915-212-0021","https://secure.usmayors.org/mayorphotos/Margo_Dee!53550.jpg","http://www.elpasotexas.gov","682669"
"Arlington","TX","Jeff Williams","jeff.williams@arlingtontx.gov","817-459-6121","https://secure.usmayors.org/mayorphotos/Williams_Jeff!41.jpg","http://www.arlingtontx.gov","398112"
"Corpus Christi","TX","Joe McComb","joe.mccomb@cctexas.com","361-826-3100","https://secure.usmayors.org/mayorphotos/McComb_Joe!53525.jpg","http://www.cctexas.com","326554"
"Plano","TX","Harry LaRosiliere","mayor@plano.gov","972-941-7107","https://secure.usmayors.org/mayorphotos/LaRosiliere_Harry!929.jpg","http://www.plano.gov","288061"
"Laredo","TX","Pete Saenz","psaenz@ci.laredo.tx.us","956-791-7400","https://secure.usmayors.org/mayorphotos/Saenz_Pete!618.JPG","http://www.cityoflaredo.com","261639"
"Lubbock","TX","Dan Pope","dpope@mylubbock.us","806-775-2010","https://secure.usmayors.org/mayorphotos/Pope_Dan!53049.jpg","http://www.ci.lubbock.tx.us","255885"
"Garland","TX","Lori Barnett Dodson","mayor@garlandtx.gov","972-205-2400","https://secure.usmayors.org/mayorphotos/Dodson_Lori!54339.jpg","http://www.garlandtx.gov","242507"
"Irving","TX","Rick Stopfer","mayor@cityofirving.org","972-721-2410","https://secure.usmayors.org/mayorphotos/Stopfer_Rick!53510.jpg","http://www.cityofirving.org","242242"
"Amarillo","TX","Ginger Nelson","mayor@amarillo.gov","806-378-3010","https://secure.usmayors.org/mayorphotos/Nelson_Ginger!53519.jpg","http://amarillo.gov","199924"
"Grand Prairie","TX","Ron Jensen","","972-237-8022","https://secure.usmayors.org/mayorphotos/Jensen_Ron!453.jpg","http://www.gptx.org","194614"
"McKinney","TX","George Fuller","gfuller@mckinneytexas.org","972-547-7507","https://secure.usmayors.org/mayorphotos/Fuller_George!53517.jpg","http://www.mckinneytexas.org","191645"
"Frisco","TX","Jeff Cheney","jcheney@friscotexas.gov","972-292-5050","https://secure.usmayors.org/mayorphotos/Cheney_Jeff!53508.jpg","http://www.friscotexas.gov","188170"
"Brownsville","TX","Trey Mendez","trey.mendez@cob.us","956-546-7159","https://secure.usmayors.org/mayorphotos/Mendez_Trey!54750.jpg","http://www.cob.us","183392"
"Pasadena","TX","Jeff A. Wagner","themayor@ci.pasadena.tx.us","713-475-5501","https://secure.usmayors.org/mayorphotos/Wagner_Jeff!53559.jpg","http://www.ci.pasadena.tx.us","153219"
"Killeen","TX","Jose L. Segarra","mayor@killeentexas.gov","254-368-7991","https://secure.usmayors.org/mayorphotos/Segarra_Jose!53033.jpg","http://www.ci.killeen.tx.us","149103"
"McAllen","TX","James E. Darling","jdarling@mcallen.net","956-681-1020","https://secure.usmayors.org/mayorphotos/Darling_James!712.jpg","http://www.mcallen.net","143433"
"Mesquite","TX","Bruce Archer","mayor@cityofmesquite.com","972-216-6400","https://secure.usmayors.org/mayorphotos/Archer_Bruce!54795.jpg","http://www.cityofmesquite.com","142816"
"Midland","TX","Patrick Payton","ppayton@midlandtexas.gov","432-685-7204","https://secure.usmayors.org/mayorphotos/Payton_Patrick!54816.jpg","http://www.midlandtexas.gov","142344"
"Denton","TX","Chris Watts","chris.watts@cityofdenton.com","940-349-7717","https://secure.usmayors.org/mayorphotos/Watts_Chris!290.jpg","http://www.cityofdenton.com","138541"
"Waco","TX","Kyle Deaver","wacomayor@wacotx.gov","254-750-5750","https://secure.usmayors.org/mayorphotos/Deaver_Kyle!53047.jpg","http://www.waco-texas.com","138183"
"Carrollton","TX","Kevin Falconer","kevin.falconer@cityofcarrollton.com","972-466-3001","https://secure.usmayors.org/mayorphotos/Falconer_Kevin!53556.jpg","http://www.cityofcarrollton.com","136879"
"Round Rock","TX","Craig Morgan","citycouncil@roundrocktexas.gov","512-218-5400","https://secure.usmayors.org/mayorphotos/Morgan_Craig!53516.jpg","http://www.roundrocktexas.gov","128739"
